SL,TP,MAX,EARLY,STOP,MAX_POS,TotalPnL,Winrate,MaxDD,Trades,Score
1200,1200,120,30,4,10,8.06,0.6089,538.93,877,0.015
1200,800,30,15,4,4,6.21,0.6673,496.44,1497,0.0125
2000,1500,60,60,1,1,2.01,0.5139,164.14,144,0.0122
2000,1800,30,15,100,2,7.31,0.6677,611.51,975,0.012
2000,1200,60,30,2,10,5.4,0.6801,487.23,747,0.0111
1200,800,15,120,4,3,2.93,0.5517,288.29,841,0.0102
1200,800,15,60,4,3,2.93,0.5517,288.29,841,0.0102
1200,800,15,30,4,3,2.93,0.5517,288.29,841,0.0102
1200,800,30,15,4,3,4.54,0.6659,450.06,1344,0.0101
2000,2000,60,120,2,2,3.94,0.4845,389.83,322,0.0101
2000,1200,30,120,100,5,7.89,0.5535,793.13,1243,0.0099
2000,1200,30,60,100,5,7.89,0.5535,793.13,1243,0.0099
2000,1200,60,15,4,4,6.83,0.7503,711.15,1462,0.0096
2000,1200,120,30,100,10,11.82,0.7363,1266.6,2002,0.0093
1200,1200,60,120,100,4,7.56,0.4953,933.45,1387,0.0081
800,800,120,60,1,1,0.58,0.5055,95.42,91,0.0061
2000,1800,30,30,4,3,4.62,0.4943,785.96,872,0.0059
1200,800,60,30,4,10,3.14,0.6455,543.34,1199,0.0058
2000,1200,120,60,2,4,2.14,0.6793,386.84,421,0.0055
500,500,30,15,4,5,0.97,0.5416,188.88,1141,0.0051
800,800,60,60,100,3,2.65,0.4958,592.78,1537,0.0045
2000,1500,30,30,4,2,2.53,0.5124,635.52,646,0.004
1200,800,30,30,2,3,0.99,0.5481,245.82,478,0.004
1200,800,15,15,4,4,1.03,0.5488,460.25,1321,0.0022
2000,1200,120,30,2,4,0.82,0.7331,366.38,517,0.0022
2000,800,30,120,1,3,0.26,0.58,186.41,350,0.0014
2000,800,30,60,1,3,0.26,0.58,186.41,350,0.0014
2000,1800,15,120,1,2,0.12,0.4907,145.11,269,0.0008
2000,1800,15,60,1,2,0.12,0.4907,145.11,269,0.0008
2000,1800,15,30,1,2,0.12,0.4907,145.11,269,0.0008
1200,800,60,120,2,2,0.09,0.5757,173.33,337,0.0005
2000,800,120,30,2,10,0.0,0.7727,345.29,616,0.0
800,800,120,120,1,1,0.0,0.5,96.0,90,0.0
2000,2000,120,30,4,3,-0.93,0.6927,857.96,1012,-0.0011
2000,1500,60,120,100,5,-4.05,0.5323,1323.03,1317,-0.0031
2000,1200,60,15,100,3,-4.04,0.748,755.59,1516,-0.0053
800,800,30,30,100,5,-4.48,0.5,743.07,1838,-0.006
1200,800,60,120,4,3,-3.08,0.5753,493.97,949,-0.0062
1200,1200,15,15,4,10,-4.53,0.4953,703.54,1698,-0.0064
2000,1500,15,15,1,5,-2.34,0.4978,366.93,669,-0.0064
2000,1800,30,60,100,10,-12.13,0.4936,1425.84,1724,-0.0085
2000,1800,30,120,100,10,-12.13,0.4936,1425.84,1724,-0.0085
800,800,60,30,100,5,-7.39,0.5566,754.74,1969,-0.0098
800,1200,15,30,100,5,-7.55,0.4453,666.24,1307,-0.0113
800,1200,15,60,100,5,-7.55,0.4453,666.24,1307,-0.0113
800,1200,15,120,100,5,-7.55,0.4453,666.24,1307,-0.0113
800,800,15,15,100,2,-4.48,0.4986,393.64,1041,-0.0114
1200,800,120,60,4,3,-5.84,0.6173,492.86,904,-0.0118
800,800,15,30,100,10,-8.48,0.5005,675.97,1910,-0.0125
800,800,15,120,100,10,-8.48,0.5005,675.97,1910,-0.0125
800,800,15,60,100,10,-8.48,0.5005,675.97,1910,-0.0125
2000,2000,15,30,100,5,-9.04,0.491,718.09,949,-0.0126
2000,2000,15,60,100,5,-9.04,0.491,718.09,949,-0.0126
2000,2000,15,120,100,5,-9.04,0.491,718.09,949,-0.0126
800,800,15,15,2,10,-4.26,0.4985,336.17,648,-0.0127
2000,1200,30,60,100,3,-8.77,0.5632,677.91,886,-0.0129
2000,1200,30,120,100,3,-8.77,0.5632,677.91,886,-0.0129
2000,1500,15,15,1,3,-4.78,0.4979,353.24,470,-0.0135
2000,1200,60,30,1,2,-3.08,0.6737,217.98,236,-0.0141
2000,1200,120,15,4,2,-9.24,0.7711,613.96,1079,-0.015
1200,2000,15,30,2,10,-7.22,0.4682,477.09,786,-0.0151
1200,2000,15,120,2,10,-7.22,0.4682,477.09,786,-0.0151
1200,2000,15,60,2,10,-7.22,0.4682,477.09,786,-0.0151
2000,1200,120,15,2,10,-7.27,0.7935,462.53,707,-0.0157
500,500,15,15,4,2,-2.97,0.5031,174.02,966,-0.0171
2000,2000,15,15,2,3,-7.66,0.4914,418.62,698,-0.0183
2000,1800,60,60,2,2,-9.17,0.4932,491.18,365,-0.0187
2000,1500,60,120,2,4,-10.57,0.5033,562.35,455,-0.0188
2000,1500,30,15,2,3,-8.87,0.6795,468.47,727,-0.0189
2000,2000,120,120,4,3,-18.24,0.4823,923.23,622,-0.0198
2000,1800,30,15,2,10,-14.22,0.6737,712.36,1085,-0.02
800,800,15,60,100,4,-8.44,0.4976,400.12,1264,-0.0211
800,800,15,120,100,4,-8.44,0.4976,400.12,1264,-0.0211
800,800,15,30,100,4,-8.44,0.4976,400.12,1264,-0.0211
2000,1200,60,60,100,4,-24.98,0.573,1131.08,1274,-0.0221
1200,2000,15,15,2,4,-9.21,0.4656,401.96,683,-0.0229
2000,800,60,30,1,3,-4.72,0.7059,204.7,323,-0.0231
2000,1200,30,15,100,3,-15.53,0.69,659.5,1345,-0.0235
2000,1200,60,30,4,3,-21.87,0.6794,931.0,1098,-0.0235
1200,1500,15,15,4,1,-3.52,0.4988,147.76,401,-0.0238
2000,1200,120,120,100,3,-22.78,0.6011,893.84,1063,-0.0255
2000,1800,30,60,2,1,-6.78,0.4934,260.13,227,-0.0261
2000,1800,30,120,2,1,-6.78,0.4934,260.13,227,-0.0261
800,800,120,30,100,10,-20.55,0.5615,767.77,2007,-0.0268
1200,800,60,60,100,3,-16.33,0.5779,574.72,1360,-0.0284
1200,1800,120,60,1,1,-3.09,0.4444,105.85,81,-0.0292
1200,1200,30,15,2,3,-8.63,0.6455,287.12,519,-0.0301
1200,800,60,15,2,4,-7.6,0.6865,249.22,453,-0.0305
1200,1800,15,15,2,5,-11.87,0.4799,381.97,671,-0.0311
2000,1800,60,60,100,10,-68.47,0.4974,2180.06,1892,-0.0314
1200,1200,30,30,4,10,-23.22,0.4836,736.79,1253,-0.0315
2000,2000,30,30,100,2,-27.51,0.4803,848.43,660,-0.0324
2000,1500,30,60,100,1,-12.08,0.5265,362.79,302,-0.0333
2000,1500,30,120,100,1,-12.08,0.5265,362.79,302,-0.0333
1200,2000,15,120,2,1,-5.88,0.4301,174.48,186,-0.0337
1200,2000,15,60,2,1,-5.88,0.4301,174.48,186,-0.0337
1200,2000,15,30,2,1,-5.88,0.4301,174.48,186,-0.0337
2000,2000,60,120,100,5,-50.62,0.4807,1449.56,1217,-0.0349
2000,1500,120,60,4,3,-33.01,0.633,851.99,812,-0.0387
800,800,120,120,100,1,-14.44,0.4973,366.44,744,-0.0394
800,800,30,30,100,1,-12.66,0.5007,318.48,687,-0.0398
1200,800,60,120,4,1,-7.17,0.5789,179.0,570,-0.0401
2000,1500,60,15,2,10,-20.4,0.7484,502.91,795,-0.0406
1200,2000,15,120,4,1,-7.33,0.4391,179.52,230,-0.0408
1200,2000,15,60,4,1,-7.33,0.4391,179.52,230,-0.0408
1200,2000,15,30,4,1,-7.33,0.4391,179.52,230,-0.0408
1200,800,30,120,4,10,-21.93,0.5538,536.62,1459,-0.0409
1200,800,30,60,4,10,-21.93,0.5538,536.62,1459,-0.0409
2000,800,30,60,1,2,-6.17,0.583,149.75,271,-0.0412
2000,800,30,120,1,2,-6.17,0.583,149.75,271,-0.0412
2000,1200,30,15,4,4,-34.71,0.6854,820.61,1370,-0.0423
800,1200,15,15,2,10,-14.68,0.4681,336.73,611,-0.0436
1200,1200,60,120,100,5,-46.59,0.49,1057.26,1543,-0.0441
1200,800,120,30,4,5,-25.23,0.6593,565.82,1133,-0.0446
1200,800,60,30,100,1,-12.55,0.6325,281.17,702,-0.0446
1200,1200,30,120,4,10,-30.96,0.4842,686.37,1173,-0.0451
1200,1200,30,60,4,10,-30.96,0.4842,686.37,1173,-0.0451
2000,1800,30,120,2,4,-24.52,0.5009,522.77,553,-0.0469
2000,1800,30,60,2,4,-24.52,0.5009,522.77,553,-0.0469
800,800,60,120,100,3,-27.31,0.4944,577.28,1507,-0.0473
1200,800,60,60,2,3,-10.76,0.5658,226.76,357,-0.0475
2000,1200,120,60,4,3,-37.85,0.6609,794.97,920,-0.0476
2000,1800,60,15,100,2,-33.9,0.7238,707.65,1115,-0.0479
2000,1500,15,15,100,10,-43.59,0.5069,884.51,1951,-0.0493
2000,1800,30,15,2,5,-32.59,0.6674,659.56,905,-0.0494
2000,1200,60,15,100,5,-48.9,0.7532,981.14,1868,-0.0498
2000,800,120,15,1,2,-8.56,0.7992,171.0,244,-0.0501
2000,1800,60,120,100,10,-110.52,0.4986,2168.89,1801,-0.051
2000,1800,120,60,2,1,-12.89,0.6235,243.75,255,-0.0529
800,800,30,30,100,2,-25.49,0.4975,480.43,1180,-0.0531
800,800,60,30,100,10,-41.64,0.5566,783.97,2007,-0.0531
1200,1200,120,120,100,4,-57.88,0.4976,1079.58,1429,-0.0536
1200,800,30,120,4,4,-26.99,0.5637,498.22,1075,-0.0542
1200,800,30,60,4,4,-26.99,0.5637,498.22,1075,-0.0542
1200,1200,60,30,4,10,-31.1,0.587,567.73,925,-0.0548
2000,1800,15,15,1,3,-20.53,0.4882,368.21,467,-0.0558
1200,2000,15,15,2,3,-21.44,0.4785,373.65,558,-0.0574
1200,800,60,30,4,3,-30.31,0.6422,517.79,1118,-0.0585
2000,2000,60,60,100,10,-135.13,0.4849,2267.87,1889,-0.0596
1200,800,30,60,100,5,-31.73,0.5686,528.28,1516,-0.0601
1200,800,30,120,100,5,-31.73,0.5686,528.28,1516,-0.0601
2000,1500,60,120,100,10,-116.84,0.5227,1933.97,1829,-0.0604
2000,1800,30,120,2,5,-34.4,0.489,567.65,634,-0.0606
2000,1800,30,60,2,5,-34.4,0.489,567.65,634,-0.0606
1200,1800,15,15,2,2,-11.51,0.4864,187.8,442,-0.0613
2000,1200,30,15,4,10,-56.65,0.6905,912.07,1735,-0.0621
1200,1800,15,30,2,4,-19.32,0.4728,309.45,497,-0.0624
1200,1800,15,60,2,4,-19.32,0.4728,309.45,497,-0.0624
1200,1800,15,120,2,4,-19.32,0.4728,309.45,497,-0.0624
1200,1200,15,15,100,10,-48.99,0.4967,784.48,1979,-0.0624
1200,800,120,30,2,1,-11.33,0.655,177.82,371,-0.0637
2000,1200,120,120,2,4,-27.31,0.5718,427.39,404,-0.0639
1200,500,30,30,1,3,-6.76,0.6396,105.56,222,-0.064
1200,800,15,15,2,1,-13.28,0.5655,202.08,359,-0.0657
1200,1200,60,30,4,5,-36.78,0.5851,558.4,899,-0.0659
2000,1200,30,15,100,4,-54.42,0.6872,823.97,1573,-0.066
1200,800,120,15,100,10,-45.33,0.716,675.02,2007,-0.0672
1200,1200,15,15,100,3,-36.66,0.5009,522.83,1136,-0.0701
800,800,60,60,100,2,-36.26,0.4935,515.12,1238,-0.0704
800,800,30,30,100,10,-59.82,0.4983,843.43,2003,-0.0709
1200,800,30,60,4,5,-37.75,0.5627,526.3,1173,-0.0717
1200,800,30,120,4,5,-37.75,0.5627,526.3,1173,-0.0717
1200,800,120,15,100,3,-42.83,0.7085,594.85,1763,-0.072
1200,1800,30,15,2,2,-22.02,0.6221,303.82,426,-0.0725
1200,800,60,30,2,1,-13.09,0.6411,179.58,365,-0.0729
1200,800,60,30,4,4,-43.86,0.6408,596.53,1158,-0.0735
800,1200,15,60,2,5,-23.76,0.4712,320.53,469,-0.0741
800,1200,15,30,2,5,-23.76,0.4712,320.53,469,-0.0741
800,1200,15,120,2,5,-23.76,0.4712,320.53,469,-0.0741
2000,2000,30,15,1,2,-18.74,0.6594,251.8,323,-0.0744
800,800,15,30,2,5,-23.3,0.4991,310.63,537,-0.075
800,800,15,60,2,5,-23.3,0.4991,310.63,537,-0.075
2000,1200,60,30,100,4,-84.88,0.6814,1131.19,1535,-0.075
800,800,15,120,2,5,-23.3,0.4991,310.63,537,-0.075
1200,800,60,60,2,1,-13.01,0.5772,172.54,324,-0.0754
1200,800,30,15,100,2,-32.66,0.6638,432.31,1267,-0.0755
2000,1200,30,120,100,4,-59.01,0.5567,776.76,1076,-0.076
2000,1200,30,60,100,4,-59.01,0.5567,776.76,1076,-0.076
2000,2000,30,30,4,5,-71.45,0.4815,924.01,1161,-0.0773
2000,1200,60,120,100,4,-89.08,0.5705,1142.31,1213,-0.078
1200,800,15,15,4,3,-32.63,0.5544,411.29,1102,-0.0793
2000,1200,60,15,100,10,-79.54,0.7549,1001.53,2007,-0.0794
2000,1800,60,120,2,2,-36.43,0.4896,458.1,335,-0.0795
1200,500,30,30,1,4,-8.57,0.6298,107.13,235,-0.08
1200,1500,15,120,2,4,-24.84,0.4836,309.61,488,-0.0802
1200,1500,15,30,2,4,-24.84,0.4836,309.61,488,-0.0802
2000,1800,60,30,1,1,-12.14,0.6273,151.46,161,-0.0802
1200,1500,15,60,2,4,-24.84,0.4836,309.61,488,-0.0802
1200,500,30,30,1,5,-8.44,0.6215,104.76,251,-0.0806
2000,1200,120,15,100,2,-48.86,0.7682,600.42,1182,-0.0814
1200,800,30,30,2,5,-22.47,0.5276,275.69,561,-0.0815
1200,800,120,30,4,3,-42.59,0.6575,520.23,1089,-0.0819
2000,1200,60,15,4,3,-55.49,0.7485,671.16,1352,-0.0827
1200,500,60,120,1,10,-9.99,0.6739,119.78,184,-0.0834
1200,500,60,60,1,10,-9.99,0.6739,119.78,184,-0.0834
1200,1200,15,15,100,2,-35.47,0.5095,422.92,844,-0.0839
2000,1500,30,15,2,4,-52.49,0.674,623.48,859,-0.0842
800,800,120,60,100,2,-42.61,0.5118,499.94,1274,-0.0852
2000,2000,15,15,100,5,-72.82,0.4869,848.2,1374,-0.0859
2000,1800,30,30,100,2,-65.74,0.4926,765.53,674,-0.0859
1200,1200,120,60,100,10,-126.28,0.5562,1446.79,1994,-0.0873
500,500,30,15,4,4,-16.81,0.5402,191.66,1133,-0.0877
2000,2000,60,60,4,10,-127.42,0.4679,1446.01,1092,-0.0881
2000,1200,60,30,100,5,-108.03,0.6838,1204.7,1708,-0.0897
1200,800,15,15,1,2,-13.1,0.5344,143.49,247,-0.0913
2000,1500,15,60,100,10,-75.74,0.5054,824.42,1670,-0.0919
2000,1500,15,120,100,10,-75.74,0.5054,824.42,1670,-0.0919
2000,1500,15,30,100,10,-75.74,0.5054,824.42,1670,-0.0919
2000,800,60,30,1,4,-20.52,0.7,222.87,370,-0.0921
1200,500,60,30,1,3,-8.72,0.7018,94.26,171,-0.0925
1200,800,60,30,4,5,-54.25,0.6414,584.48,1163,-0.0928
2000,1800,30,30,100,1,-41.2,0.4958,442.68,361,-0.0931
2000,1200,30,15,4,2,-49.58,0.6866,528.25,922,-0.0939
800,800,15,120,2,10,-33.9,0.4947,360.55,663,-0.094
800,800,15,60,2,10,-33.9,0.4947,360.55,663,-0.094
800,800,15,30,2,10,-33.9,0.4947,360.55,663,-0.094
1200,800,60,60,4,3,-53.75,0.5729,568.64,988,-0.0945
1200,800,120,120,100,1,-26.23,0.5947,277.17,639,-0.0946
1200,1200,15,60,4,10,-63.5,0.4924,660.44,1511,-0.0961
1200,1200,15,120,4,10,-63.5,0.4924,660.44,1511,-0.0961
1200,1200,15,30,4,10,-63.5,0.4924,660.44,1511,-0.0961
800,800,15,15,100,10,-69.68,0.4973,724.32,2001,-0.0962
1200,800,30,30,4,3,-44.22,0.565,458.1,1062,-0.0965
1200,2000,120,120,100,10,-242.8,0.3909,2497.0,1893,-0.0972
2000,2000,30,30,2,10,-96.74,0.4688,982.92,1011,-0.0984
2000,1500,60,60,2,3,-47.75,0.5185,478.13,432,-0.0999
2000,800,120,60,4,1,-24.89,0.7228,247.62,523,-0.1005
2000,1800,30,30,4,4,-84.94,0.4884,835.16,1034,-0.1017
1200,1200,30,30,2,2,-29.63,0.4799,290.92,373,-0.1018
1200,800,60,15,100,2,-46.51,0.6912,456.11,1386,-0.102
1200,800,15,30,1,10,-24.19,0.5098,235.86,410,-0.1026
1200,800,15,60,1,10,-24.19,0.5098,235.86,410,-0.1026
1200,800,15,120,1,10,-24.19,0.5098,235.86,410,-0.1026
800,800,120,120,100,3,-67.85,0.4971,659.63,1541,-0.1029
2000,2000,60,120,100,10,-236.16,0.4848,2276.63,1780,-0.1037
1200,1500,15,15,2,10,-51.21,0.478,493.29,887,-0.1038
2000,800,60,30,1,10,-31.92,0.7033,306.59,418,-0.1041
2000,1800,120,30,4,5,-79.69,0.7018,763.75,1110,-0.1043
2000,1500,60,60,100,10,-206.83,0.5203,1981.98,1897,-0.1044
1200,500,120,30,1,2,-9.81,0.717,93.61,159,-0.1048
2000,2000,120,60,2,2,-51.75,0.6164,491.77,305,-0.1052
1200,800,120,15,100,4,-70.35,0.7131,661.95,1917,-0.1063
2000,1200,120,60,100,5,-138.81,0.6675,1301.7,1534,-0.1066
800,1200,15,15,2,5,-36.24,0.4724,340.01,561,-0.1066
800,800,15,15,2,5,-37.36,0.5008,348.99,627,-0.1071
800,800,30,60,100,10,-90.49,0.4975,842.24,1982,-0.1074
800,800,30,120,100,10,-90.49,0.4975,842.24,1982,-0.1074
2000,2000,120,120,100,10,-296.12,0.485,2738.39,1802,-0.1081
800,500,15,60,2,1,-15.17,0.571,140.01,345,-0.1083
800,500,15,120,2,1,-15.17,0.571,140.01,345,-0.1083
800,500,15,30,2,1,-15.17,0.571,140.01,345,-0.1083
2000,2000,30,30,100,1,-51.26,0.4723,472.65,343,-0.1085
800,800,60,120,100,2,-56.52,0.4926,520.73,1214,-0.1085
1200,800,60,60,1,1,-14.13,0.5556,130.29,117,-0.1085
2000,1800,15,60,100,10,-94.41,0.4966,865.47,1641,-0.1091
2000,1800,15,30,100,10,-94.41,0.4966,865.47,1641,-0.1091
2000,1800,15,120,100,10,-94.41,0.4966,865.47,1641,-0.1091
800,800,15,30,100,5,-53.63,0.4951,490.14,1430,-0.1094
800,800,15,120,100,5,-53.63,0.4951,490.14,1430,-0.1094
800,800,15,60,100,5,-53.63,0.4951,490.14,1430,-0.1094
2000,1200,60,15,4,5,-89.13,0.751,811.18,1574,-0.1099
2000,1200,30,15,4,5,-93.3,0.6859,838.51,1490,-0.1113
1200,1200,120,120,100,5,-133.85,0.4978,1201.62,1577,-0.1114
1200,800,60,60,100,2,-55.29,0.5782,491.4,1081,-0.1125
2000,800,120,30,4,1,-32.8,0.7555,290.5,589,-0.1129
800,800,120,30,100,2,-58.09,0.5489,512.64,1379,-0.1133
1200,800,60,15,100,10,-80.21,0.7035,707.56,2007,-0.1134
1200,800,30,30,2,1,-30.97,0.5546,271.32,339,-0.1141
2000,1200,15,15,4,4,-75.27,0.5236,654.72,1123,-0.115
2000,1200,30,60,4,2,-58.66,0.5633,509.07,600,-0.1152
2000,1200,30,120,4,2,-58.66,0.5633,509.07,600,-0.1152
2000,1500,30,30,2,3,-54.49,0.4965,469.0,564,-0.1162
500,500,30,15,4,3,-22.36,0.5387,189.71,1097,-0.1179
2000,1200,60,60,4,4,-104.6,0.5642,884.47,1021,-0.1183
800,1200,15,60,2,4,-38.01,0.4749,317.76,438,-0.1196
800,1200,15,30,2,4,-38.01,0.4749,317.76,438,-0.1196
800,1200,15,120,2,4,-38.01,0.4749,317.76,438,-0.1196
1200,800,60,120,1,1,-15.89,0.5565,130.29,115,-0.122
2000,1200,30,30,2,4,-64.95,0.5111,520.09,677,-0.1249
2000,2000,15,15,1,10,-63.36,0.482,506.82,919,-0.125
1200,800,30,15,100,10,-85.89,0.6663,686.4,2005,-0.1251
800,800,60,30,100,2,-65.79,0.5448,520.43,1373,-0.1264
2000,2000,30,60,2,4,-70.02,0.4799,554.02,548,-0.1264
2000,2000,30,120,2,4,-70.02,0.4799,554.02,548,-0.1264
2000,1200,30,60,1,10,-61.62,0.4764,483.44,573,-0.1275
2000,1200,30,120,1,10,-61.62,0.4764,483.44,573,-0.1275
1200,800,30,30,2,10,-38.69,0.5237,297.32,655,-0.1301
2000,2000,60,120,4,10,-186.58,0.47,1423.49,1034,-0.1311
1200,2000,15,60,2,5,-55.41,0.4714,421.65,560,-0.1314
1200,2000,15,120,2,5,-55.41,0.4714,421.65,560,-0.1314
1200,2000,15,30,2,5,-55.41,0.4714,421.65,560,-0.1314
1200,1800,15,15,2,4,-52.57,0.4671,397.56,683,-0.1322
1200,1500,120,120,2,1,-32.46,0.4343,243.8,198,-0.1331
2000,1500,120,120,100,5,-222.91,0.5397,1672.93,1349,-0.1332
2000,1200,60,15,4,10,-111.81,0.7532,835.08,1710,-0.1339
2000,1800,120,30,1,1,-22.9,0.6954,170.58,151,-0.1342
2000,1800,120,120,100,10,-353.24,0.503,2616.2,1823,-0.135
500,500,120,30,4,2,-28.74,0.5059,212.08,927,-0.1355
500,500,60,30,4,2,-28.74,0.5059,212.08,927,-0.1355
1200,500,60,60,1,4,-14.59,0.6629,106.26,178,-0.1373
1200,500,60,120,1,4,-14.59,0.6629,106.26,178,-0.1373
2000,1800,15,15,100,5,-122.91,0.492,887.84,1378,-0.1384
1200,800,60,15,100,3,-85.74,0.6958,618.59,1739,-0.1386
800,500,15,60,1,2,-15.0,0.568,106.39,169,-0.141
800,500,15,30,1,2,-15.0,0.568,106.39,169,-0.141
800,500,15,120,1,2,-15.0,0.568,106.39,169,-0.141
2000,1500,120,30,4,4,-124.77,0.7086,881.14,1098,-0.1416
800,800,120,120,4,1,-62.22,0.4925,438.22,603,-0.142
1200,800,30,60,1,1,-13.88,0.5515,97.24,136,-0.1427
1200,800,30,120,1,1,-13.88,0.5515,97.24,136,-0.1427
2000,1800,60,15,2,3,-77.44,0.7226,539.88,638,-0.1434
2000,1200,30,15,100,10,-154.46,0.69,1074.26,2003,-0.1438
2000,1500,30,120,2,2,-45.46,0.5158,315.44,380,-0.1441
2000,1500,30,60,2,2,-45.46,0.5158,315.44,380,-0.1441
2000,1200,60,30,2,1,-60.96,0.6711,422.29,374,-0.1444
1200,1800,15,60,2,10,-67.09,0.4707,464.22,786,-0.1445
1200,1800,15,30,2,10,-67.09,0.4707,464.22,786,-0.1445
1200,1800,15,120,2,10,-67.09,0.4707,464.22,786,-0.1445
1200,800,120,15,100,5,-99.79,0.7136,690.35,1976,-0.1445
2000,800,120,120,2,10,-60.74,0.6679,417.47,548,-0.1455
1200,800,120,60,2,2,-27.45,0.6083,187.45,314,-0.1464
2000,1500,120,30,1,1,-30.12,0.6974,205.49,152,-0.1466
1200,800,60,15,100,4,-99.64,0.7011,679.1,1900,-0.1467
2000,2000,120,30,4,5,-146.59,0.6963,989.56,1080,-0.1481
2000,2000,30,60,2,10,-130.82,0.4628,881.01,888,-0.1485
2000,2000,30,120,2,10,-130.82,0.4628,881.01,888,-0.1485
1200,1200,15,120,100,10,-106.81,0.4941,717.21,1773,-0.1489
1200,1200,15,30,100,10,-106.81,0.4941,717.21,1773,-0.1489
1200,1200,15,60,100,10,-106.81,0.4941,717.21,1773,-0.1489
2000,800,120,60,100,1,-36.89,0.7218,247.62,532,-0.149
2000,2000,120,120,2,2,-81.25,0.4602,540.28,289,-0.1504
2000,1200,15,15,100,3,-111.15,0.5292,738.58,941,-0.1505
1200,800,60,30,4,1,-40.55,0.6324,269.17,661,-0.1506
1200,1200,60,60,100,10,-223.66,0.485,1483.99,1965,-0.1507
2000,1500,15,15,2,4,-76.84,0.4967,508.92,896,-0.151
1200,800,120,30,2,2,-30.06,0.639,198.73,349,-0.1513
1200,800,120,30,4,4,-91.5,0.6591,603.94,1141,-0.1515
2000,1500,15,30,2,5,-68.21,0.5083,447.46,781,-0.1524
2000,1500,15,60,2,5,-68.21,0.5083,447.46,781,-0.1524
2000,1500,15,120,2,5,-68.21,0.5083,447.46,781,-0.1524
1200,800,60,60,4,4,-99.35,0.5721,640.36,998,-0.1551
1200,800,30,30,100,1,-39.39,0.5674,252.74,564,-0.1559
1200,800,30,30,2,4,-46.03,0.5323,295.08,526,-0.156
2000,1200,120,30,2,3,-63.26,0.7299,404.22,485,-0.1565
2000,2000,30,120,2,5,-87.23,0.4796,557.1,613,-0.1566
2000,2000,30,60,2,5,-87.23,0.4796,557.1,613,-0.1566
500,500,15,15,4,5,-32.2,0.498,204.17,1233,-0.1577
2000,2000,60,120,4,5,-183.59,0.4681,1161.73,767,-0.158
1200,1500,120,120,100,10,-331.8,0.4436,2096.17,1932,-0.1583
2000,1200,120,120,4,3,-122.78,0.5933,775.35,831,-0.1584
1200,1200,60,120,100,10,-237.93,0.4852,1500.51,1931,-0.1586
500,500,15,60,4,2,-31.6,0.4977,197.65,862,-0.1599
500,500,15,30,4,2,-31.6,0.4977,197.65,862,-0.1599
500,500,15,120,4,2,-31.6,0.4977,197.65,862,-0.1599
1200,800,60,15,100,5,-114.83,0.7012,716.71,1961,-0.1602
1200,1800,120,120,100,10,-384.72,0.4068,2382.69,1910,-0.1615
1200,1800,120,120,2,1,-43.68,0.3989,269.79,188,-0.1619
1200,800,15,30,2,3,-35.26,0.536,216.63,528,-0.1628
1200,800,15,60,2,3,-35.26,0.536,216.63,528,-0.1628
1200,800,15,120,2,3,-35.26,0.536,216.63,528,-0.1628
2000,1800,30,30,2,10,-159.11,0.4738,971.78,1011,-0.1637
2000,800,15,120,1,1,-19.97,0.5829,122.0,187,-0.1637
2000,800,15,30,1,1,-19.97,0.5829,122.0,187,-0.1637
2000,800,15,60,1,1,-19.97,0.5829,122.0,187,-0.1637
2000,1200,30,30,1,2,-37.63,0.5222,229.51,270,-0.164
1200,1200,60,120,2,1,-43.03,0.4903,262.41,259,-0.164
1200,800,120,15,100,2,-79.05,0.6998,480.47,1409,-0.1645
1200,1500,30,15,2,2,-52.74,0.6256,317.6,430,-0.1661
1200,800,120,120,4,1,-42.11,0.5925,253.05,589,-0.1664
1200,1500,15,15,2,1,-35.75,0.4982,213.53,279,-0.1674
1200,800,30,15,100,4,-102.3,0.6629,610.9,1783,-0.1675
2000,800,120,60,2,10,-67.94,0.7308,405.43,561,-0.1676
2000,500,120,30,1,10,-37.73,0.8191,224.22,282,-0.1683
2000,1800,120,30,4,10,-170.1,0.703,1008.59,1249,-0.1687
2000,800,60,60,1,4,-45.85,0.5754,267.32,325,-0.1715
2000,1800,120,30,4,4,-128.9,0.6922,744.75,1069,-0.1731
2000,800,30,15,1,10,-47.89,0.6938,274.3,663,-0.1746
2000,800,120,30,100,1,-50.93,0.7546,290.5,599,-0.1753
1200,1800,15,60,2,1,-37.77,0.4293,215.19,191,-0.1755
1200,1800,15,30,2,1,-37.77,0.4293,215.19,191,-0.1755
1200,1800,15,120,2,1,-37.77,0.4293,215.19,191,-0.1755
1200,500,60,60,1,5,-21.33,0.6559,121.12,186,-0.1761
1200,500,60,120,1,5,-21.33,0.6559,121.12,186,-0.1761
2000,800,60,15,1,10,-39.34,0.7737,222.35,433,-0.1769
1200,800,15,15,1,1,-18.58,0.5348,104.89,187,-0.1771
2000,1200,120,60,2,1,-46.81,0.6589,264.04,302,-0.1773
2000,1800,30,30,4,5,-155.12,0.4893,872.47,1173,-0.1778
1200,800,60,120,100,3,-109.57,0.5749,615.96,1336,-0.1779
1200,1200,120,120,2,2,-44.22,0.4775,247.06,222,-0.179
800,1200,15,15,2,2,-48.45,0.4561,267.48,353,-0.1811
800,800,120,60,100,4,-141.44,0.5113,778.33,1770,-0.1817
2000,1800,60,120,4,10,-222.38,0.4813,1222.75,1095,-0.1819
